accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_disagreement_penalty,deployment_reject_margin,deployment_risk_penalty,deployment_vote_threshold,excess_over_candidate_oracle,gate_steps,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,loss,no_harm_margin,oracle_match_rate,policy,predicted_epistemic_mean,predicted_regret_mean,predicted_sigma_mean,propagation_steps,regret_corr,regret_retriever_steps,retriever_steps,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_candidate_regret_accept_rate,train_candidate_regret_gate_loss,train_seed_count,train_static_learned_loss,train_uncertainty_regret_accept_rate,train_uncertainty_regret_gate_loss,validation_samples_per_seed
0.0,0.5,4,0.962697,32,600,0.5,0.005,1.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d0p5_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,1.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d0p5_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,1.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d0p5_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,1.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d0p5_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,1.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d1_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,1.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d1_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,1.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d1_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,1.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d1_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,1.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d2_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,1.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d2_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,1.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d2_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,1.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r1p5_d2_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.005,2.0,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.005,2.0,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.005,2.0,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.005,2.0,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,2.0,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0p5_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,2.0,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0p5_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,2.0,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0p5_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.005,2.0,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d0p5_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,2.0,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d1_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,2.0,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d1_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,2.0,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d1_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.005,2.0,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d1_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,2.0,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d2_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,2.0,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d2_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,2.0,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d2_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.005,2.0,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p005_r2_d2_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.588889,0.522222,4,0.962697,32,600,0.0,0.01,0.0,0.0,0.040412,600,4,0.266667,19,pairwise,1.003108,0.0,0.122222,crossfit_regret_gate_m0p01_r0_d0_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.422222,0.0,0.166667,0.588889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411111,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.588889,0.522222,4,0.962697,32,600,0.0,0.01,0.0,0.5,0.040412,600,4,0.266667,19,pairwise,1.003108,0.0,0.122222,crossfit_regret_gate_m0p01_r0_d0_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.422222,0.0,0.166667,0.588889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411111,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.533333,0.522222,4,0.962697,32,600,0.0,0.01,0.0,0.75,0.039106,600,4,0.233333,19,pairwise,1.001803,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d0_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.366667,0.0,0.166667,0.533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.444444,0.522222,4,0.962697,32,600,0.0,0.01,0.0,1.0,0.03601,600,4,0.177778,19,pairwise,0.998707,0.0,0.1,crossfit_regret_gate_m0p01_r0_d0_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.311111,0.0,0.133333,0.444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555556,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.533333,0.522222,4,0.962697,32,600,0.5,0.01,0.0,0.0,0.039553,600,4,0.233333,19,pairwise,1.00225,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d0p5_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.366667,0.0,0.166667,0.533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.533333,0.522222,4,0.962697,32,600,0.5,0.01,0.0,0.5,0.039553,600,4,0.233333,19,pairwise,1.00225,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d0p5_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.366667,0.0,0.166667,0.533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.511111,0.522222,4,0.962697,32,600,0.5,0.01,0.0,0.75,0.038504,600,4,0.222222,19,pairwise,1.0012,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d0p5_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.344444,0.0,0.166667,0.511111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488889,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.455556,0.522222,4,0.962697,32,600,0.5,0.01,0.0,1.0,0.035936,600,4,0.177778,19,pairwise,0.998632,0.0,0.1,crossfit_regret_gate_m0p01_r0_d0p5_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.311111,0.0,0.144444,0.455556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544444,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.5,0.522222,4,0.962697,32,600,1.0,0.01,0.0,0.0,0.038285,600,4,0.211111,19,pairwise,1.000981,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d1_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.333333,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.5,0.522222,4,0.962697,32,600,1.0,0.01,0.0,0.5,0.038285,600,4,0.211111,19,pairwise,1.000981,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d1_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.333333,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.5,0.522222,4,0.962697,32,600,1.0,0.01,0.0,0.75,0.038285,600,4,0.211111,19,pairwise,1.000981,0.0,0.111111,crossfit_regret_gate_m0p01_r0_d1_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.333333,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.455556,0.522222,4,0.962697,32,600,1.0,0.01,0.0,1.0,0.035936,600,4,0.177778,19,pairwise,0.998632,0.0,0.1,crossfit_regret_gate_m0p01_r0_d1_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.311111,0.0,0.144444,0.455556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544444,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.233333,0.522222,4,0.962697,32,600,2.0,0.01,0.0,0.0,0.036958,600,4,0.111111,19,pairwise,0.999655,0.0,0.066667,crossfit_regret_gate_m0p01_r0_d2_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.177778,0.0,0.055556,0.233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.233333,0.522222,4,0.962697,32,600,2.0,0.01,0.0,0.5,0.036958,600,4,0.111111,19,pairwise,0.999655,0.0,0.066667,crossfit_regret_gate_m0p01_r0_d2_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.177778,0.0,0.055556,0.233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.233333,0.522222,4,0.962697,32,600,2.0,0.01,0.0,0.75,0.036958,600,4,0.111111,19,pairwise,0.999655,0.0,0.066667,crossfit_regret_gate_m0p01_r0_d2_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.177778,0.0,0.055556,0.233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.233333,0.522222,4,0.962697,32,600,2.0,0.01,0.0,1.0,0.036958,600,4,0.111111,19,pairwise,0.999655,0.0,0.066667,crossfit_regret_gate_m0p01_r0_d2_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.177778,0.0,0.055556,0.233333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,0.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,0.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,0.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,0.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.01,0.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0p5_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.01,0.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0p5_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.01,0.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0p5_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.5,0.01,0.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d0p5_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.01,0.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d1_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.01,0.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d1_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.01,0.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d1_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,1.0,0.01,0.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d1_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.01,0.5,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d2_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.01,0.5,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d2_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.01,0.5,0.75,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d2_v0p75,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,2.0,0.01,0.5,1.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r0p5_d2_v1,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,1.0,0.0,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r1_d0_v0,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
0.0,0.5,4,0.962697,32,600,0.0,0.01,1.0,0.5,0.040121,600,4,0.0,19,pairwise,1.002818,0.0,0.0,crossfit_regret_gate_m0p01_r1_d0_v0p5,0.002845,0.000632,0.051041,40,0.018823,600,400,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.581944,0.979255,4,0.985134,0.581944,0.979255,180
