best_mode,budget,causal_k,indexed_correct,indexed_loss,indexed_pair_density,indexed_selected_hand,indexed_selected_obstacles,interaction_correct,interaction_loss,interaction_pair_density,interaction_selected_hand,interaction_selected_obstacles,label,learned_correct,learned_is_oracle,learned_loss,learned_pair_density,learned_selected_hand,learned_selected_obstacles,oracle_correct,oracle_loss,proximity_correct,proximity_loss,proximity_pair_density,proximity_selected_hand,proximity_selected_obstacles,sample_index,seed,split,static_mode_from_validation,teacher_is_oracle,total_objects_n
indexed,4,8,1,0.90292,0.0,1,0,0,0.976484,0.0,1,2,2,0,0,0.976484,0.0,1,2,1,0.90292,0,1.002387,0.0,0,3,56,13,test,indexed,0,2048
interaction,4,8,0,1.640562,0.0,1,0,0,1.554841,0.0,1,2,0,0,0,1.554841,0.0,1,2,0,1.554841,0,1.557821,0.0,0,2,57,13,test,indexed,1,2048
proximity,4,8,0,1.149908,0.0,1,0,0,1.100517,1.0,1,2,1,0,0,1.100517,1.0,1,2,0,1.074508,0,1.074508,0.0,1,2,58,13,test,indexed,0,2048
indexed,4,8,1,0.910301,0.0,1,0,0,0.977151,0.0,1,2,2,0,0,0.977151,0.0,1,2,1,0.910301,0,0.977151,0.0,1,2,59,13,test,indexed,0,2048
indexed,4,8,0,1.176973,0.0,1,0,0,1.201367,1.0,1,2,0,0,0,1.201367,1.0,1,2,0,1.176973,0,1.205097,0.333333,0,3,60,13,test,indexed,0,2048
interaction,4,8,0,1.200615,0.0,1,0,0,1.103342,1.0,1,2,1,0,0,1.103342,1.0,1,2,0,1.103342,0,1.103342,1.0,1,2,61,13,test,indexed,1,2048
indexed,4,8,1,0.904761,0.0,1,0,0,0.994532,0.0,1,2,2,0,0,0.994532,0.0,1,2,1,0.904761,1,0.972133,0.0,0,2,62,13,test,indexed,0,2048
proximity,4,8,0,1.475386,0.0,1,0,0,1.417273,1.0,1,2,0,0,0,1.417273,1.0,1,2,0,1.393266,0,1.393266,0.333333,0,3,63,13,test,indexed,0,2048
interaction,4,8,1,0.925812,0.0,1,0,1,0.906463,1.0,1,2,1,1,0,0.906463,1.0,1,2,1,0.906463,1,0.906463,1.0,1,2,64,13,test,indexed,1,2048
indexed,4,8,1,0.901509,0.0,1,0,0,0.97641,0.0,1,2,2,0,0,0.97641,0.0,1,2,1,0.901509,0,0.97641,0.0,1,2,65,13,test,indexed,0,2048
indexed,4,8,1,0.533442,0.0,1,0,1,0.565345,1.0,1,2,0,1,0,0.565345,1.0,1,2,1,0.533442,1,0.585311,0.666667,0,3,66,13,test,indexed,0,2048
indexed,4,8,1,0.745809,0.0,1,0,1,0.754844,1.0,1,2,1,1,0,0.754844,1.0,1,2,1,0.745809,1,0.761863,0.0,1,1,67,13,test,indexed,0,2048
indexed,4,8,0,1.018897,0.0,1,0,0,1.054925,0.0,1,2,2,0,0,1.054925,0.0,1,2,0,1.018897,0,1.054925,0.0,1,2,68,13,test,indexed,0,2048
indexed,4,8,1,0.690706,0.0,1,0,1,0.709111,1.0,1,2,0,1,0,0.709111,1.0,1,2,1,0.690706,1,0.722861,0.0,1,2,69,13,test,indexed,0,2048
interaction,4,8,1,0.774336,0.0,1,0,1,0.771638,1.0,1,2,1,1,0,0.774984,0.0,1,2,1,0.771638,1,0.78156,0.0,0,2,70,13,test,indexed,1,2048
indexed,4,8,0,1.039402,0.0,1,0,0,1.072847,0.0,1,2,2,0,0,1.072847,0.0,1,2,0,1.039402,0,1.070142,0.0,1,2,71,13,test,indexed,0,2048
proximity,4,8,0,1.495184,0.0,1,0,0,1.46528,1.0,1,2,0,0,0,1.46528,1.0,1,2,0,1.44656,0,1.44656,0.0,1,2,72,13,test,indexed,0,2048
proximity,4,8,1,0.767176,0.0,1,0,1,0.7686,1.0,1,2,1,1,0,0.770903,0.0,1,2,1,0.765694,1,0.765694,0.333333,0,3,73,13,test,indexed,0,2048
interaction,4,8,0,1.059804,0.0,1,0,0,1.053215,0.0,1,2,2,0,0,1.053215,0.0,1,2,0,1.053215,0,1.061728,0.0,0,2,74,13,test,indexed,1,2048
indexed,4,8,1,0.628912,0.0,1,0,1,0.717382,1.0,1,2,0,1,0,0.717382,1.0,1,2,1,0.628912,1,0.710204,0.0,0,2,75,13,test,indexed,0,2048
proximity,4,8,0,0.935218,0.0,1,0,1,0.922723,1.0,1,2,1,1,0,0.922723,1.0,1,2,1,0.908747,1,0.908747,0.0,1,1,76,13,test,indexed,0,2048
indexed,4,8,0,0.970245,0.0,1,0,0,1.013474,0.0,1,2,2,0,0,1.013474,0.0,1,2,0,0.970245,0,1.007216,0.0,0,2,77,13,test,indexed,0,2048
indexed,4,8,0,0.975888,0.0,1,0,0,1.047768,1.0,1,2,0,0,0,1.047768,1.0,1,2,0,0.975888,0,1.050231,0.0,1,2,78,13,test,indexed,0,2048
proximity,4,8,1,0.828434,0.0,1,0,1,0.826167,1.0,1,2,1,1,0,0.829468,1.0,1,2,1,0.816458,1,0.816458,0.666667,0,3,79,13,test,indexed,0,2048
indexed,4,8,0,1.051699,0.0,1,0,0,1.060109,0.0,1,2,2,0,0,1.060109,0.0,1,2,0,1.051699,0,1.060115,0.0,1,1,80,13,test,indexed,0,2048
proximity,4,8,0,1.480611,0.0,1,0,0,1.443116,1.0,1,2,0,0,0,1.443116,1.0,1,2,0,1.428515,0,1.428515,0.0,1,2,81,13,test,indexed,0,2048
interaction,4,8,1,0.82985,0.0,1,0,1,0.825931,1.0,1,2,1,1,0,0.825931,1.0,1,2,1,0.825931,1,0.825931,1.0,1,2,82,13,test,indexed,1,2048
indexed,4,8,0,0.954472,0.0,1,0,0,1.013268,0.0,1,2,2,0,0,1.013268,0.0,1,2,0,0.954472,0,1.00812,0.0,0,2,83,13,test,indexed,0,2048
proximity,4,8,0,1.630952,0.0,1,0,0,1.575434,0.0,1,2,0,0,0,1.575434,0.0,1,2,0,1.538944,0,1.538944,0.0,0,3,84,13,test,indexed,0,2048
proximity,4,8,1,0.919338,0.0,1,0,1,0.889153,1.0,1,2,1,1,0,0.895157,1.0,1,2,1,0.875783,1,0.875783,0.666667,0,3,85,13,test,indexed,0,2048
indexed,4,8,0,1.048112,0.0,1,0,0,1.065454,0.0,1,2,2,0,0,1.065454,0.0,1,2,0,1.048112,0,1.078334,0.0,0,3,86,13,test,indexed,0,2048
proximity,4,8,0,1.368446,0.0,1,0,0,1.339692,1.0,1,2,0,0,0,1.339692,1.0,1,2,0,1.330901,0,1.330901,0.333333,0,3,87,13,test,indexed,0,2048
proximity,4,8,0,0.969939,0.0,1,0,1,0.947622,1.0,1,2,1,1,0,0.947622,1.0,1,2,1,0.935236,1,0.935236,1.0,0,3,88,13,test,indexed,0,2048
indexed,4,8,1,0.892646,0.0,1,0,1,0.962187,0.0,1,2,2,1,0,0.962187,0.0,1,2,1,0.892646,0,0.986658,0.0,0,2,89,13,test,indexed,0,2048
interaction,4,8,1,0.898662,0.0,1,0,1,0.858806,1.0,1,2,0,1,0,0.858806,1.0,1,2,1,0.858806,1,0.916666,1.0,0,3,0,17,test,interaction,1,2048
indexed,4,8,0,0.978987,0.0,1,0,0,0.996304,1.0,1,2,1,0,0,0.996304,1.0,1,2,0,0.978987,0,1.015966,0.0,0,2,1,17,test,interaction,0,2048
interaction,4,8,0,1.019215,0.0,1,0,0,0.994109,0.0,1,2,2,0,0,0.994109,0.0,1,2,0,0.994109,0,0.994109,0.0,1,2,2,17,test,interaction,1,2048
interaction,4,8,1,0.399616,0.0,1,0,1,0.350702,0.0,1,2,0,1,0,0.350702,0.0,1,2,1,0.350702,1,0.352149,0.0,1,2,3,17,test,interaction,1,2048
proximity,4,8,1,0.883655,0.0,1,0,1,0.869769,1.0,1,2,1,1,0,0.865526,0.0,1,2,1,0.863662,1,0.863662,0.0,1,2,4,17,test,interaction,0,2048
indexed,4,8,0,0.971066,0.0,1,0,0,0.982015,0.0,1,2,2,0,0,0.982015,0.0,1,2,0,0.971066,0,0.982015,0.0,1,2,5,17,test,interaction,0,2048
interaction,4,8,1,0.399654,0.0,1,0,1,0.356871,0.0,1,2,0,1,0,0.356871,0.0,1,2,1,0.356871,1,0.356871,0.0,1,2,6,17,test,interaction,1,2048
indexed,4,8,0,1.238594,0.0,1,0,0,1.330905,1.0,1,2,1,0,0,1.330905,1.0,1,2,0,1.238594,0,1.297299,0.0,1,1,7,17,test,interaction,0,2048
proximity,4,8,0,0.980251,0.0,1,0,1,0.93476,0.0,1,2,2,1,0,0.93476,0.0,1,2,1,0.931352,1,0.931352,0.0,1,2,8,17,test,interaction,0,2048
indexed,4,8,0,1.769319,0.0,1,0,0,1.778315,1.0,1,2,0,0,0,1.778315,1.0,1,2,0,1.769319,0,1.808034,0.333333,0,3,9,17,test,interaction,0,2048
proximity,4,8,1,0.858285,0.0,1,0,1,0.857908,1.0,1,2,1,1,0,0.857908,1.0,1,2,1,0.849792,1,0.849792,0.0,1,2,10,17,test,interaction,0,2048
interaction,4,8,0,1.096327,0.0,1,0,0,1.090822,0.0,1,2,2,0,0,1.090822,0.0,1,2,0,1.090822,0,1.090822,0.0,1,2,11,17,test,interaction,1,2048
indexed,4,8,0,1.796877,0.0,1,0,0,1.813093,1.0,1,2,0,0,0,1.813093,1.0,1,2,0,1.796877,0,1.838551,0.333333,0,3,12,17,test,interaction,0,2048
proximity,4,8,1,0.82517,0.0,1,0,1,0.815851,1.0,1,2,1,1,0,0.815851,1.0,1,2,1,0.810501,1,0.810501,1.0,1,2,13,17,test,interaction,0,2048
interaction,4,8,1,0.929792,0.0,1,0,1,0.89733,0.0,1,2,2,1,0,0.89733,0.0,1,2,1,0.89733,1,0.89733,0.0,1,2,14,17,test,interaction,1,2048
indexed,4,8,0,1.764803,0.0,1,0,0,1.786423,1.0,1,2,0,0,0,1.786423,1.0,1,2,0,1.764803,0,1.786423,1.0,1,2,15,17,test,interaction,0,2048
interaction,4,8,1,0.879038,0.0,1,0,1,0.86031,1.0,1,2,1,1,0,0.86031,1.0,1,2,1,0.86031,1,0.86031,1.0,1,2,16,17,test,interaction,1,2048
indexed,4,8,0,1.024043,0.0,1,0,0,1.047691,0.0,1,2,2,0,0,1.047691,0.0,1,2,0,1.024043,0,1.047691,0.0,1,2,17,17,test,interaction,0,2048
indexed,4,8,0,1.505867,0.0,1,0,0,1.526659,1.0,1,2,0,0,0,1.526659,1.0,1,2,0,1.505867,0,1.532892,0.333333,0,3,18,17,test,interaction,0,2048
proximity,4,8,1,0.820155,0.0,1,0,1,0.818718,1.0,1,2,1,1,0,0.818718,1.0,1,2,1,0.815143,1,0.815143,1.0,0,2,19,17,test,interaction,0,2048
interaction,4,8,1,0.955469,0.0,1,0,1,0.931294,0.0,1,2,2,1,0,0.931294,0.0,1,2,1,0.931294,1,0.951125,0.0,0,3,20,17,test,interaction,1,2048
interaction,4,8,1,0.378113,0.0,1,0,1,0.339175,1.0,1,2,0,1,0,0.339175,1.0,1,2,1,0.339175,1,0.367806,0.0,1,1,21,17,test,interaction,1,2048
proximity,4,8,1,0.812198,0.0,1,0,1,0.796694,1.0,1,2,1,1,0,0.796694,1.0,1,2,1,0.789629,1,0.789629,0.333333,0,3,22,17,test,interaction,0,2048
interaction,4,8,1,0.948106,0.0,1,0,1,0.927062,0.0,1,2,2,1,0,0.927062,0.0,1,2,1,0.927062,1,0.927062,0.0,1,2,23,17,test,interaction,1,2048
indexed,4,8,0,1.763157,0.0,1,0,0,1.767613,0.0,1,2,0,0,0,1.767613,0.0,1,2,0,1.763157,0,1.784148,0.0,0,2,24,17,test,interaction,0,2048
indexed,4,8,0,1.415334,0.0,1,0,0,1.523412,1.0,1,2,1,0,0,1.523412,1.0,1,2,0,1.415334,0,1.42355,0.666667,0,3,25,17,test,interaction,0,2048
proximity,4,8,0,1.033396,0.0,1,0,0,1.022096,0.0,1,2,2,0,0,1.022096,0.0,1,2,0,0.992978,0,0.992978,0.0,1,1,26,17,test,interaction,0,2048
interaction,4,8,1,0.405687,0.0,1,0,1,0.384679,1.0,1,2,0,1,0,0.384679,1.0,1,2,1,0.384679,1,0.384679,1.0,1,2,27,17,test,interaction,1,2048
proximity,4,8,1,0.849579,0.0,1,0,1,0.848365,1.0,1,2,1,1,0,0.848365,1.0,1,2,1,0.836478,1,0.836478,0.333333,0,3,28,17,test,interaction,0,2048
interaction,4,8,0,0.947706,0.0,1,0,0,0.932568,0.0,1,2,2,0,0,0.932568,0.0,1,2,0,0.932568,0,0.972531,0.0,0,2,29,17,test,interaction,1,2048
indexed,4,8,0,1.707754,0.0,1,0,0,1.717277,0.0,1,2,0,0,0,1.717277,0.0,1,2,0,1.707754,0,1.717277,0.0,1,2,30,17,test,interaction,0,2048
indexed,4,8,1,0.930801,0.0,1,0,0,0.958467,1.0,1,2,1,0,0,0.94779,1.0,1,2,1,0.930801,0,0.961288,0.0,1,1,31,17,test,interaction,0,2048
indexed,4,8,0,0.969913,0.0,1,0,0,0.9807,0.0,1,2,2,0,0,0.9807,0.0,1,2,0,0.969913,0,0.9807,0.0,1,2,32,17,test,interaction,0,2048
interaction,4,8,1,0.897673,0.0,1,0,1,0.892082,1.0,1,2,0,1,0,0.892082,1.0,1,2,1,0.892082,1,0.892082,1.0,1,2,33,17,test,interaction,1,2048
proximity,4,8,1,0.741248,0.0,1,0,1,0.721997,1.0,1,2,1,1,0,0.721997,1.0,1,2,1,0.712286,1,0.712286,0.333333,0,3,34,17,test,interaction,0,2048
interaction,4,8,1,0.922252,0.0,1,0,1,0.892071,0.0,1,2,2,1,0,0.892071,0.0,1,2,1,0.892071,1,0.892071,0.0,1,2,35,17,test,interaction,1,2048
proximity,4,8,1,0.891459,0.0,1,0,1,0.899336,1.0,1,2,0,1,0,0.899336,1.0,1,2,1,0.873756,1,0.873756,0.0,1,2,36,17,test,interaction,0,2048
interaction,4,8,1,0.894472,0.0,1,0,1,0.871578,1.0,1,2,1,1,0,0.871578,1.0,1,2,1,0.871578,1,0.871578,1.0,1,2,37,17,test,interaction,1,2048
indexed,4,8,0,1.02567,0.0,1,0,0,1.045297,0.0,1,2,2,0,0,1.045297,0.0,1,2,0,1.02567,0,1.045297,0.0,1,2,38,17,test,interaction,0,2048
indexed,4,8,0,1.102602,0.0,1,0,0,1.124373,1.0,1,2,0,0,0,1.124373,1.0,1,2,0,1.102602,0,1.13796,0.0,1,2,39,17,test,interaction,0,2048
proximity,4,8,0,0.960767,0.0,1,0,1,0.947253,1.0,1,2,1,1,0,0.947253,1.0,1,2,1,0.937107,1,0.937107,0.333333,0,3,40,17,test,interaction,0,2048
proximity,4,8,0,1.128505,0.0,1,0,0,1.160627,0.0,1,2,2,0,0,1.160627,0.0,1,2,0,1.10583,0,1.10583,0.0,0,2,41,17,test,interaction,0,2048
interaction,4,8,0,1.036081,0.0,1,0,0,1.002278,1.0,1,2,0,0,0,1.002278,1.0,1,2,0,1.002278,0,1.033197,0.0,1,2,42,17,test,interaction,1,2048
indexed,4,8,0,1.242255,0.0,1,0,0,1.323525,1.0,1,2,1,0,0,1.323525,1.0,1,2,0,1.242255,0,1.265905,0.333333,0,3,43,17,test,interaction,0,2048
indexed,4,8,0,0.96515,0.0,1,0,0,0.96734,0.0,1,2,2,0,0,0.96734,0.0,1,2,0,0.96515,0,0.972839,0.0,0,3,44,17,test,interaction,0,2048
indexed,4,8,0,1.331761,0.0,1,0,0,1.357806,0.0,1,2,0,0,0,1.357806,0.0,1,2,0,1.331761,0,1.357806,0.0,1,2,45,17,test,interaction,0,2048
proximity,4,8,0,1.299238,0.0,1,0,0,1.258685,1.0,1,2,1,0,0,1.258685,1.0,1,2,0,1.255197,0,1.255197,1.0,0,2,46,17,test,interaction,0,2048
interaction,4,8,1,0.93644,0.0,1,0,1,0.910565,0.0,1,2,2,1,0,0.910565,0.0,1,2,1,0.910565,1,0.914591,0.0,0,2,47,17,test,interaction,1,2048
interaction,4,8,1,0.476853,0.0,1,0,1,0.421334,0.0,1,2,0,1,0,0.421334,0.0,1,2,1,0.421334,1,0.476307,0.0,0,2,48,17,test,interaction,1,2048
indexed,4,8,0,1.172626,0.0,1,0,0,1.230269,1.0,1,2,1,0,0,1.230269,1.0,1,2,0,1.172626,0,1.217425,0.0,0,2,49,17,test,interaction,0,2048
interaction,4,8,1,0.942585,0.0,1,0,1,0.928693,0.0,1,2,2,1,0,0.932035,0.0,1,2,1,0.928693,1,0.928693,0.0,1,2,50,17,test,interaction,1,2048
interaction,4,8,1,0.487443,0.0,1,0,1,0.411951,1.0,1,2,0,1,0,0.411951,1.0,1,2,1,0.411951,1,0.448831,0.0,1,1,51,17,test,interaction,1,2048
indexed,4,8,1,0.905055,0.0,1,0,1,0.908254,1.0,1,2,1,1,0,0.908254,1.0,1,2,1,0.905055,0,0.940022,0.0,0,2,52,17,test,interaction,0,2048
interaction,4,8,1,0.944273,0.0,1,0,1,0.917467,0.0,1,2,2,1,0,0.917467,0.0,1,2,1,0.917467,1,0.921868,0.0,0,2,53,17,test,interaction,1,2048
indexed,4,8,0,1.569396,0.0,1,0,0,1.610765,1.0,1,2,0,0,0,1.616014,0.0,1,2,0,1.569396,0,1.613445,0.0,1,2,54,17,test,interaction,0,2048
proximity,4,8,0,1.062933,0.0,1,0,0,1.076313,1.0,1,2,1,0,0,1.076313,1.0,1,2,0,1.05112,0,1.05112,0.666667,0,3,55,17,test,interaction,0,2048
interaction,4,8,1,0.923845,0.0,1,0,1,0.921996,0.0,1,2,2,1,0,0.921996,0.0,1,2,1,0.921996,1,0.936301,0.0,0,3,56,17,test,interaction,1,2048
interaction,4,8,1,0.473492,0.0,1,0,1,0.419466,0.0,1,2,0,1,0,0.419466,0.0,1,2,1,0.419466,1,0.454348,0.0,0,3,57,17,test,interaction,1,2048
indexed,4,8,0,1.307353,0.0,1,0,0,1.399921,1.0,1,2,1,0,0,1.399921,1.0,1,2,0,1.307353,0,1.350477,1.0,0,2,58,17,test,interaction,0,2048
indexed,4,8,0,1.016466,0.0,1,0,0,1.033531,0.0,1,2,2,0,0,1.033531,0.0,1,2,0,1.016466,0,1.033531,0.0,1,2,59,17,test,interaction,0,2048
indexed,4,8,0,1.145003,0.0,1,0,0,1.148603,0.0,1,2,0,0,0,1.148603,0.0,1,2,0,1.145003,0,1.167578,0.0,0,2,60,17,test,interaction,0,2048
interaction,4,8,0,1.091023,0.0,1,0,0,1.073005,1.0,1,2,1,0,0,1.073005,1.0,1,2,0,1.073005,0,1.074306,1.0,1,2,61,17,test,interaction,1,2048
proximity,4,8,1,0.935617,0.0,1,0,1,0.909165,0.0,1,2,2,1,0,0.909165,0.0,1,2,1,0.908107,1,0.908107,0.0,0,2,62,17,test,interaction,0,2048
interaction,4,8,1,0.42929,0.0,1,0,1,0.375869,1.0,1,2,0,1,0,0.375869,1.0,1,2,1,0.375869,1,0.420805,0.0,0,3,63,17,test,interaction,1,2048
interaction,4,8,0,0.953003,0.0,1,0,1,0.930687,1.0,1,2,1,1,0,0.930687,1.0,1,2,1,0.930687,1,0.930687,1.0,1,2,64,17,test,interaction,1,2048
interaction,4,8,0,0.996373,0.0,1,0,0,0.995203,0.0,1,2,2,0,0,0.995203,0.0,1,2,0,0.995203,0,1.003541,0.0,0,3,65,17,test,interaction,1,2048
indexed,4,8,0,1.683556,0.0,1,0,0,1.701238,1.0,1,2,0,0,0,1.701238,1.0,1,2,0,1.683556,0,1.701238,1.0,1,2,66,17,test,interaction,0,2048
indexed,4,8,1,0.758393,0.0,1,0,1,0.76028,1.0,1,2,1,1,0,0.76028,1.0,1,2,1,0.758393,1,0.773042,0.0,1,1,67,17,test,interaction,0,2048
indexed,4,8,0,1.175581,0.0,1,0,0,1.179283,0.0,1,2,2,0,0,1.179283,0.0,1,2,0,1.175581,0,1.179283,0.0,1,2,68,17,test,interaction,0,2048
proximity,4,8,1,0.587589,0.0,1,0,1,0.497357,1.0,1,2,0,1,0,0.497357,1.0,1,2,1,0.492752,1,0.492752,0.0,1,2,69,17,test,interaction,0,2048
indexed,4,8,1,0.785884,0.0,1,0,1,0.793787,1.0,1,2,1,1,0,0.786284,0.0,1,2,1,0.785884,1,0.795382,0.0,0,2,70,17,test,interaction,0,2048
proximity,4,8,0,1.000108,0.0,1,0,0,0.973996,0.0,1,2,2,0,0,0.973996,0.0,1,2,0,0.938334,0,0.938334,0.0,1,1,71,17,test,interaction,0,2048
interaction,4,8,1,0.463597,0.0,1,0,1,0.401125,0.0,1,2,0,1,0,0.401125,0.0,1,2,1,0.401125,1,0.444843,0.0,0,3,72,17,test,interaction,1,2048
proximity,4,8,1,0.77987,0.0,1,0,1,0.773691,1.0,1,2,1,1,0,0.77887,0.0,1,2,1,0.767229,1,0.767229,0.333333,0,3,73,17,test,interaction,0,2048
proximity,4,8,0,1.226337,0.0,1,0,0,1.246296,0.0,1,2,2,0,0,1.246296,0.0,1,2,0,1.186367,0,1.186367,0.0,0,2,74,17,test,interaction,0,2048
interaction,4,8,1,0.388805,0.0,1,0,1,0.354077,1.0,1,2,0,1,0,0.357444,0.0,1,2,1,0.354077,1,0.366697,0.0,1,1,75,17,test,interaction,1,2048
proximity,4,8,0,0.968546,0.0,1,0,1,0.935624,1.0,1,2,1,1,0,0.935624,1.0,1,2,1,0.931929,1,0.931929,0.0,1,1,76,17,test,interaction,0,2048
proximity,4,8,0,0.96529,0.0,1,0,0,0.949959,0.0,1,2,2,0,0,0.949959,0.0,1,2,0,0.942379,0,0.942379,0.0,0,2,77,17,test,interaction,0,2048
learned,4,8,1,0.451026,0.0,1,0,1,0.40181,1.0,1,2,0,1,1,0.388712,0.0,1,2,1,0.388712,1,0.439642,0.333333,0,3,78,17,test,interaction,0,2048
proximity,4,8,0,1.060205,0.0,1,0,0,1.049279,1.0,1,2,1,0,0,1.049279,1.0,1,2,0,1.049279,0,1.049279,1.0,1,2,79,17,test,interaction,0,2048
learned,4,8,1,0.93941,0.0,1,0,1,0.888967,0.0,1,2,2,1,1,0.887692,0.0,1,2,1,0.887692,1,0.888967,0.0,1,2,80,17,test,interaction,0,2048
indexed,4,8,0,1.644287,0.0,1,0,0,1.651908,0.0,1,2,0,0,0,1.651908,0.0,1,2,0,1.644287,0,1.661046,0.0,0,2,81,17,test,interaction,0,2048
interaction,4,8,1,0.845601,0.0,1,0,1,0.8247,1.0,1,2,1,1,0,0.8247,1.0,1,2,1,0.8247,1,0.8247,1.0,1,2,82,17,test,interaction,1,2048
indexed,4,8,0,1.271439,0.0,1,0,0,1.306976,0.0,1,2,2,0,0,1.306976,0.0,1,2,0,1.271439,0,1.306976,0.0,1,2,83,17,test,interaction,0,2048
interaction,4,8,1,0.391002,0.0,1,0,1,0.355707,1.0,1,2,0,1,0,0.355707,1.0,1,2,1,0.355707,1,0.355707,1.0,1,2,84,17,test,interaction,1,2048
proximity,4,8,0,1.204084,0.0,1,0,0,1.247469,1.0,1,2,1,0,0,1.247469,1.0,1,2,0,1.200783,0,1.200783,0.333333,0,3,85,17,test,interaction,0,2048
indexed,4,8,0,1.029025,0.0,1,0,0,1.046101,0.0,1,2,2,0,0,1.046101,0.0,1,2,0,1.029025,0,1.047976,0.0,1,1,86,17,test,interaction,0,2048
interaction,4,8,1,0.398628,0.0,1,0,1,0.357888,0.0,1,2,0,1,0,0.357888,0.0,1,2,1,0.357888,1,0.357888,0.0,1,2,87,17,test,interaction,1,2048
proximity,4,8,0,1.008031,0.0,1,0,0,1.00157,1.0,1,2,1,0,0,1.00157,1.0,1,2,0,0.985545,0,0.985545,1.0,0,3,88,17,test,interaction,0,2048
indexed,4,8,0,1.006299,0.0,1,0,0,1.00925,0.0,1,2,2,0,0,1.00925,0.0,1,2,0,1.006299,0,1.021039,0.0,0,3,89,17,test,interaction,0,2048
proximity,4,8,0,1.500402,0.0,1,0,0,1.498798,0.0,1,2,0,0,0,1.498798,0.0,1,2,0,1.493416,0,1.493416,0.0,0,2,0,19,test,indexed,0,2048
proximity,4,8,1,0.999781,0.0,1,0,1,0.908882,1.0,1,2,1,1,0,0.908882,1.0,1,2,1,0.888823,1,0.888823,0.0,0,2,1,19,test,indexed,0,2048
learned,4,8,0,0.992856,0.0,1,0,1,0.998136,0.0,1,2,2,1,1,0.9864,0.0,1,2,1,0.9864,1,0.998136,0.0,1,2,2,19,test,indexed,0,2048
interaction,4,8,1,0.606802,0.0,1,0,1,0.591191,0.0,1,2,0,1,0,0.591191,0.0,1,2,1,0.591191,1,0.600667,0.0,1,2,3,19,test,indexed,1,2048
interaction,4,8,1,0.977146,0.0,1,0,1,0.910338,1.0,1,2,1,1,0,0.910338,1.0,1,2,1,0.910338,1,0.925491,1.0,1,2,4,19,test,indexed,1,2048
indexed,4,8,0,1.02942,0.0,1,0,0,1.0373,0.0,1,2,2,0,0,1.0373,0.0,1,2,0,1.02942,0,1.0373,0.0,1,2,5,19,test,indexed,0,2048
proximity,4,8,1,0.602116,0.0,1,0,1,0.59914,0.0,1,2,0,1,0,0.59914,0.0,1,2,1,0.593587,1,0.593587,0.0,0,3,6,19,test,indexed,0,2048
learned,4,8,0,1.064442,0.0,1,0,1,0.994529,1.0,1,2,1,1,1,0.994529,1.0,1,2,1,0.994529,1,0.994529,1.0,1,2,7,19,test,indexed,0,2048
indexed,4,8,1,1.000862,0.0,1,0,1,1.053066,0.0,1,2,2,1,0,1.053066,0.0,1,2,1,1.000862,0,1.102008,0.0,0,2,8,19,test,indexed,0,2048
proximity,4,8,0,1.490324,0.0,1,0,0,1.505481,0.0,1,2,0,0,0,1.505481,0.0,1,2,0,1.489304,0,1.489304,0.0,0,3,9,19,test,indexed,0,2048
interaction,4,8,1,0.895282,0.0,1,0,1,0.859293,1.0,1,2,1,1,0,0.859293,1.0,1,2,1,0.859293,1,0.860118,0.0,1,2,10,19,test,indexed,1,2048
indexed,4,8,1,0.971938,0.0,1,0,1,0.979114,0.0,1,2,2,1,0,0.979114,0.0,1,2,1,0.971938,0,1.020163,0.0,0,3,11,19,test,indexed,0,2048
indexed,4,8,0,1.075512,0.0,1,0,0,1.180728,1.0,1,2,0,0,0,1.180728,1.0,1,2,0,1.075512,0,1.147432,0.0,1,1,12,19,test,indexed,0,2048
interaction,4,8,1,0.891714,0.0,1,0,1,0.854685,1.0,1,2,1,1,0,0.854685,1.0,1,2,1,0.854685,1,0.867292,1.0,1,2,13,19,test,indexed,1,2048
indexed,4,8,1,1.004093,0.0,1,0,0,1.021104,0.0,1,2,2,0,0,1.021104,0.0,1,2,1,1.004093,0,1.021104,0.0,1,2,14,19,test,indexed,0,2048
indexed,4,8,1,0.796505,0.0,1,0,1,0.831094,1.0,1,2,0,1,0,0.831094,1.0,1,2,1,0.796505,1,0.903896,0.333333,0,3,15,19,test,indexed,0,2048
proximity,4,8,1,0.910849,0.0,1,0,1,0.872274,1.0,1,2,1,1,0,0.872274,1.0,1,2,1,0.8692,1,0.8692,0.0,1,2,16,19,test,indexed,0,2048
interaction,4,8,0,1.048103,0.0,1,0,0,1.045202,0.0,1,2,2,0,0,1.045202,0.0,1,2,0,1.045202,0,1.045202,0.0,1,2,17,19,test,indexed,1,2048
indexed,4,8,0,1.468342,0.0,1,0,0,1.497964,1.0,1,2,0,0,0,1.497964,1.0,1,2,0,1.468342,0,1.489562,0.0,1,1,18,19,test,indexed,0,2048
proximity,4,8,1,0.862798,0.0,1,0,1,0.820838,1.0,1,2,1,1,0,0.820838,1.0,1,2,1,0.816398,1,0.816398,1.0,0,2,19,19,test,indexed,0,2048
interaction,4,8,1,0.973817,0.0,1,0,1,0.972217,0.0,1,2,2,1,0,0.972217,0.0,1,2,1,0.972217,1,1.012122,0.0,0,3,20,19,test,indexed,1,2048
interaction,4,8,1,0.637396,0.0,1,0,1,0.616512,0.0,1,2,0,1,0,0.616512,0.0,1,2,1,0.616512,1,0.618772,0.0,0,2,21,19,test,indexed,1,2048
